Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags,Price_EUR,Tag_Region,Rating,Unit,Section,ComplexList
Caheroyan House,http://www.caheroyanhouseathenry.com,+353(0)91844858,-8.742260062,53.30390728,Galway,Athenry,Republic of Ireland,"B&B,B&B Ireland",1054,"B&B,B&B Ireland_Galway",2,Zone,50,"[5, 0, 3, 7]"
Raheen Woods Hotel,http://www.facebook.com/raheenwoodshotel,+353(0)91875888,-8.761729,53.300659,Galway,Raheen,Republic of Ireland,Hotel,915,Hotel_Galway,1,Sect,16,"[5, 2, 3]"
Crumlin Park House,,+353(0)9343520,-8.778844,53.399276,Galway,Athenry,Republic of Ireland,Self Catering Accommodation,880,Self Catering Accommodation_Galway,1,Blk,82,"[0, 0]"
St. Annes,http://www.stannesaccommodation.com,+353(0)9351337,-8.872509,53.597353,Galway,Milltown,Republic of Ireland,B&B,698,B&B_Galway,5,Sect,22,"[1, 5, 9, 6]"
Corralea Court,http://www.corraleacourt.com,+353(0)9324188,-8.850987,53.514564,Galway,Tuam,Republic of Ireland,Hotel,1027,Hotel_Galway,1,Zone,57,"[1, 4, 8, 3]"
Ard Rí House Hotel,https://www.facebook.com/ArdRiHouseTuam,+353(0)9340100,-8.851606,53.526992,Galway,Tuam,Republic of Ireland,Hotel,699,Hotel_Galway,1,Div,87,"[7, 2, 1, 0, 2]"
Cartron House Farm,http://www.cartronhouse.com,+353(0)909745211,-8.462125,53.090278,Galway,Ballinakill,Republic of Ireland,B&B,851,B&B_Galway,1,Blk,71,"[6, 5, 4]"
Lough Rea Hotel & Spa,http://www.loughreahotelandspa.com/,+353(0)91880088,-8.586477,53.2028,Galway,Loughrea,Republic of Ireland,Hotel,1102,Hotel_Galway,1,Lot,60,"[7, 7, 8, 3]"
Dooly's Hotel,http://www.doolyshotel.com,3.53579E+11,-7.9105703,53.0961054,Offaly,Birr,Ireland,Hotel,1153,Hotel_Offaly,3,Zone,88,"[4, 1, 1, 0, 9]"
Imperial Hotel with Escape Salon and Spa,https://www.imperialhotelcork.com/,+353(0)214274040,-8.470057936,51.89712393,Cork,Cork City,Republic of Ireland,Hotel,1194,Hotel_Cork,5,Zone,18,"[8, 7]"
Garryvoe Hotel,http://www.garryvoehotel.com,+353(0)214646718,-8.004380938,51.85921787,Cork,Garryvoe,Republic of Ireland,Hotel,1175,Hotel_Cork,4,Div,96,"[9, 9, 9]"
The Inn At Dromoland,https://www.facebook.com/TheInnatDromoland,+353(0)61368161,-8.915453269,52.78903832,Clare,Dromoland,Republic of Ireland,Hotel,934,Hotel_Clare,3,Blk,56,"[2, 0, 8]"
Midleton Park Hotel and Spa,https://www.facebook.com/MidletonParkHotel,+353(0)214635100,-8.178949854,51.91480407,Cork,Midleton,Republic of Ireland,Hotel,720,Hotel_Cork,1,Div,41,"[5, 0, 8, 2, 5]"
Dingle Benners Hotel,http://www.dinglebenners.com,+353(0)669151638,-10.26825046,52.14139586,Kerry,Dingle,Republic of Ireland,Hotel,1104,Hotel_Kerry,4,Zone,26,"[1, 0, 0, 9]"
Eviston House Hotel,http://www.evistonhouse.com,+353(0)646631640,-9.510662093,52.05891913,Kerry,Killarney,Republic of Ireland,Hotel,1081,Hotel_Kerry,1,Div,74,"[4, 4, 4, 3, 5]"
Sheen Falls Lodge,http://www.sheenfallslodge.ie,+353(0)646641600,-9.564134377,51.87332007,Kerry,Kenmare,Republic of Ireland,Hotel,1195,Hotel_Kerry,4,Sect,97,"[6, 3, 6]"
Kilkenny River Court Hotel,https://www.rivercourthotel.com,+353(0)567723388,-7.249255,52.65154,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,991,Hotel_Kilkenny,3,Sect,69,"[2, 0, 5, 1, 2]"
Achill Cliff House,http://www.achillcliff.com,+353(0)9843400,-10.081224,53.976104,Mayo,,Republic of Ireland,Hotel,685,Hotel_Mayo,5,Lot,4,"[4, 5, 7, 1, 4]"
Maritime Hotel,http://www.facebook.com/themaritime,+353(0)2754700,-9.457125,51.680043,Cork,Bantry,Republic of Ireland,Hotel,902,Hotel_Cork,2,Lot,47,"[4, 2]"
Kilronan Castle Estate & Spa,https://www.kilronancastle.ie/,3.5372E+11,-8.1812497,54.0632659,Roscommon,,Ireland,Hotel,869,Hotel_Roscommon,4,Div,73,"[2, 2, 0, 1, 2]"
Shirley Arms Hotel,http://www.shirleyarmshotel.ie/,+353(0)429673100,-6.719954,53.977949,Monaghan,Carrickmacross,Republic of Ireland,Hotel,1106,Hotel_Monaghan,3,Blk,40,"[7, 8]"
Parknasilla Hotel,http://www.parknasillaresort.com,+353(0)646675600,-9.874795,51.815675,Kerry,Parknasilla,Republic of Ireland,Hotel,835,Hotel_Kerry,3,Blk,77,"[9, 8, 4, 3, 6]"
Abbeyglen Castle Hotel,https://twitter.com/abbeyglencastle,+353(0)9521201,-10.03141418,53.48837844,Galway,Clifden,Republic of Ireland,Hotel,797,Hotel_Galway,5,Lot,71,"[6, 9, 1]"
Clanree Hotel,https://www.facebook.com/clanreehotel,+353(0)749124369,-7.697553381,54.94371626,Donegal,Letterkenny,Republic of Ireland,Hotel,648,Hotel_Donegal,4,Div,7,"[9, 5, 3, 2, 1]"
Whitford House Hotel Health & Leisure Club,http://www.whitford.ie,+353(0)539143444,-6.501243338,52.32357578,Wexford,,Republic of Ireland,Hotel,1102,Hotel_Wexford,3,Div,56,"[7, 5, 2]"
Station House Hotel Letterkenny,http://www.twitter.com/stationhouselk,+353(0)749123100,-7.740214,54.945682,Donegal,Letterkenny,Republic of Ireland,Hotel,1053,Hotel_Donegal,3,Sect,18,"[8, 0, 0, 9]"
Lough Rynn Castle,https://www.loughrynn.ie/,3.5372E+11,-7.8473401,53.893856,Leitrim,Mohill,Ireland,Hotel,624,Hotel_Leitrim,4,Sect,49,"[5, 9, 5, 5]"
Four Seasons Hotel (Monaghan),http://www.4seasonshotel.ie,+353(0)4781888,-6.960715168,54.25869482,Monaghan,Coolshannagh,Republic of Ireland,Hotel,860,Hotel_Monaghan,2,Blk,39,"[8, 7]"
Glasson Lakehouse,https://glassonlakehouse.ie/,+353(0)906485120,-7.900718,53.475674,Westmeath,Glasson,Republic of Ireland,Hotel,888,Hotel_Westmeath,1,Lot,80,"[7, 7, 0]"
Elizabeth Fort,http://irishlandmark.com,+353(0)16704733,-8.477586459,51.89467739,Cork,Cork City,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",882,"Self Catering Accommodation,Welcome Standard_Cork",3,Blk,86,"[5, 6]"
Gyles Quay Caravan and Camping Park,http://www.gylesquaycaravanpark.ie,+353(0)429376262,-6.242929,53.988262,Louth,Gyles Quay,Republic of Ireland,Camping,1152,Camping_Louth,1,Div,46,"[3, 8, 4, 2]"
Westcourt Hotel,http://www.westcourt.ie,+353(0)419830965,-6.353717758,53.71498045,Louth,Drogheda,Republic of Ireland,Hotel,690,Hotel_Louth,1,Div,54,"[8, 7]"
Ballymascanlon Hotel,http://www.ballymascanlon.com,+353(0)429358200,-6.352246822,54.03161566,Louth,Dundalk,Republic of Ireland,Hotel,784,Hotel_Louth,3,Lot,62,"[2, 0, 1]"
Boyne Valley Hotel and Country Club,https://www.boynevalleyhotel.ie,+353(0)419837737,-6.322997761,53.70576064,Louth,Drogheda,Republic of Ireland,Hotel,708,Hotel_Louth,4,Lot,65,"[5, 1]"
Hotel Imperial,http://www.thehotelimperial.ie,+353(0)429332241,-6.401705901,54.00301504,Louth,Dundalk,Republic of Ireland,Hotel,746,Hotel_Louth,4,Lot,63,"[2, 6]"
Ghan House,http://www.ghanhouse.com,+353(0)429373682,-6.184100951,54.03948678,Louth,Carlingford,Republic of Ireland,"B&B,Welcome Standard",1145,"B&B,Welcome Standard_Louth",2,Zone,78,"[1, 7, 4]"
Mourneview,http://www.mourneviewcarlingford.com,+353(0)429373551,-6.170373,54.02001,Louth,Belmont,Republic of Ireland,B&B,1165,B&B_Louth,3,Sect,98,"[6, 9]"
Grove House,http://grovehousecarlingford.com/,+353(0)429373494,-6.181229,54.033353,Louth,Carlingford,Republic of Ireland,B&B,626,B&B_Louth,1,Div,82,"[1, 3, 5, 9]"
Harwood Heights,http://www.harwoodheightscarlingford.com,+353(0)429373379,-6.186461,54.033754,Louth,Carlingford,Republic of Ireland,B&B,979,B&B_Louth,4,Sect,14,"[9, 8, 5, 6, 7]"
Orley House,http://www.orleyhouse.com,+353(0)419836019,-6.332934,53.707809,Louth,Drogheda,Republic of Ireland,B&B,739,B&B_Louth,2,Div,48,"[6, 1, 8, 0]"
Lynolan House,http://www.lynolan.com,+353(0)429336553,-6.413865,53.970614,Louth,Dundalk,Republic of Ireland,B&B,715,B&B_Louth,4,Sect,46,"[4, 9, 0]"
Krakow,http://www.krakowbandb.com,+353(0)429337535,-6.419378,54.004761,Louth,Dundalk,Republic of Ireland,B&B,775,B&B_Louth,5,Lot,51,"[3, 0, 2]"
The d Hotel,http://www.thedhotel.com,+353(0)419877700,-6.345066,53.713999,Louth,Drogheda,Republic of Ireland,Hotel,716,Hotel_Louth,4,Zone,53,"[9, 3, 8]"
Crowne Plaza Dundalk,http://www.cpdundalk.ie,+353(0)429394900,-6.38878,53.98052,Louth,Dundalk,Republic of Ireland,Hotel,894,Hotel_Louth,2,Div,72,"[8, 8, 7, 7]"
Granvue House Hotel,http://granvue.ie/,+353(0)429375109,-6.257643,54.088926,Louth,Omeath,Republic of Ireland,Hotel,1198,Hotel_Louth,5,Div,42,"[7, 0]"
Glen Gat House,http://www.glengathouse.com,+353(0)429337938,-6.408116,53.998722,Louth,Dundalk,Ireland,B&B,952,B&B_Louth,4,Zone,27,"[6, 7, 6, 3]"
Aaron Vale,,+353(0)419839210,-6.3650574,53.7213758,Louth,Drogheda,Ireland,B&B,1034,B&B_Louth,4,Lot,46,"[5, 4, 3]"
Collon House,http://www.collonhouse.com,+353(0)872355645,-6.486442915,53.77816275,Louth,Collon,Ireland,"B&B,B&Bs,Historic House",896,"B&B,B&Bs,Historic House_Louth",5,Blk,85,"[5, 2, 6]"
Woodenbridge Hotel,http://www.woodenbridgehotel.com,+353(0)40235146,-6.234996231,52.83220187,Wicklow,Woodenbridge,Republic of Ireland,Hotel,608,Hotel_Wicklow,5,Sect,31,"[2, 4, 1]"
The Martello Hotel,https://www.facebook.com/themartellobray?fref=ts,+353(0)12868000,-6.096550719,53.19997483,Wicklow,Bray,Republic of Ireland,Hotel,650,Hotel_Wicklow,1,Lot,3,"[7, 9, 2, 5]"
Hamlet Court,http://www.thehamlet.ie,+353(0)469541200,-6.855345,53.401754,Meath,Enfield,Republic of Ireland,Hotel,761,Hotel_Meath,5,Sect,97,"[7, 6, 8, 8]"
Carrig House,http://www.bandbwexford.com,+353(0)51561101,-6.73156317,52.24008291,Wexford,,Republic of Ireland,B&B,746,B&B_Wexford,4,Lot,20,"[3, 6]"
Killiane Castle Country House & Farm,http://www.killianecastle.com,3.53539E+11,-6.448495,52.291385,Wexford,Drinagh,Republic of Ireland,B&B,1105,B&B_Wexford,2,Lot,60,"[4, 1, 5, 7]"
Tawnylust Lodge,http://www.tawnylustlodge.com,+353(0)879172143,-8.098168,54.31144,Leitrim,Manorhamilton,Ireland,Self Catering Accommodation,1106,Self Catering Accommodation_Leitrim,2,Lot,80,"[5, 9]"
Kyle Farmhouse,http://www.kylefarm.com,+353(0)596471341,-6.470775402,52.85134753,Wicklow,Tinahely,Republic of Ireland,B&B,1113,B&B_Wicklow,4,Lot,28,"[9, 3, 0, 6]"
Wild Atlantic Lodge,http://thewildatlanticlodge.com,+353(0)657077003,-9.148145227,53.11578766,Clare,Ballyvaughan,Ireland,Hotel,983,Hotel_Clare,2,Div,34,"[0, 1]"
Waterfront Hotel,http://www.waterfronthoteldungloe.ie,+353(0)749522444,-8.367024063,54.95197336,Donegal,Dungloe,Ireland,Hotel,934,Hotel_Donegal,3,Sect,28,"[7, 2, 5, 3, 1]"
Hotel Kilmore,https://www.hotelkilmore.ie/,3.53494E+11,-7.3223043,53.9865713,Cavan,,Ireland,Hotel,990,Hotel_Cavan,4,Sect,15,"[8, 3, 3, 8, 4]"
Keenan's of Tarmonbarry,http://www.keenans.ie,+353(0)433326052,-7.918084,53.74204,Roscommon,Tarmonbarry,Ireland,Hotel,844,Hotel_Roscommon,4,Blk,16,"[3, 4, 5]"
Ross House (Roscommon),http://www.rosshouse.ie/,+353(0)906628891,-8.204751116,53.62916983,Roscommon,,Ireland,B&B,1002,B&B_Roscommon,5,Sect,19,"[4, 4]"
The Cottage at the Crossroads,,+353(0)877696883,-9.807632156,53.76458468,Mayo,Louisburgh,Republic of Ireland,Self Catering Accommodation,1077,Self Catering Accommodation_Mayo,1,Blk,46,"[3, 4, 3]"
White Strand Beach House,http://wildatlanticwanderer.com/buncrana/white-strand-beach-house,+353(0)868599995,-7.454107627,55.12353354,Donegal,Buncrana,Ireland,"Self Catering Accommodation,Welcome Standard",1058,"Self Catering Accommodation,Welcome Standard_Donegal",2,Lot,53,"[5, 5, 2, 9, 0]"
Millbrae Townhouse,http://wildatlanticwanderer.com/buncrana/millbrae-townhouse,+353(0)868599995,-7.452793473,55.13245201,Donegal,Buncrana,Ireland,"Self Catering Accommodation,Welcome Standard",968,"Self Catering Accommodation,Welcome Standard_Donegal",5,Sect,2,"[1, 7, 3, 2]"
Cecil's Cottage,https://wildatlanticwanderer.com/buncrana/holiday-home-cecils-cottage/,+353(0)868599995,-7.481912638,55.15787724,Donegal,Buncrana,Ireland,"Self Catering Accommodation,Welcome Standard",634,"Self Catering Accommodation,Welcome Standard_Donegal",3,Blk,84,"[7, 3]"
Clayton Hotel Galway ,http://www.claytonhotelgalway.ie/,+353(0)91721900,-8.988789,53.291675,Galway,Ballybrit,Republic of Ireland,Hotel,1035,Hotel_Galway,2,Lot,67,"[8, 0, 4]"
Great National South Court Hotel,http://www.southcourthotel.com,35361487487,-8.663726,52.62786,Limerick,Raheen,Republic of Ireland,Hotel,820,Hotel_Limerick,2,Lot,7,"[1, 0]"
Frontier Hotel,http://www.frontierhotel.ie,+353(0)749368667,-7.378398,55.040162,Donegal,Bridgend,Republic of Ireland,Hotel,1046,Hotel_Donegal,2,Zone,84,"[9, 4]"
Jameson Court,https://jamesoncourt.ie/,3.53879E+11,-9.075344,53.260213,Galway,Salthill,Republic of Ireland,Self Catering Accommodation,924,Self Catering Accommodation_Galway,3,Zone,4,"[2, 7, 0, 1, 0]"
Castlerosse Park Resort,http://www.castlerosse.ie/self-catering-holiday-killarney.html,+353(0)646631144,-9.539975,52.06596,Kerry,Killarney,Republic of Ireland,Self Catering Accommodation,1129,Self Catering Accommodation_Kerry,2,Blk,56,"[6, 7, 9, 3, 7]"
ScholarLee Magazine Road,http://scholarlee.ie,+353(0)877554600,-8.493339743,51.88984721,Cork,Cork City,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",803,"Self Catering Accommodation,Welcome Standard_Cork",4,Div,47,"[5, 6, 4, 0]"
The Killarney Royal Hotel,http://www.killarneyroyal.ie,+353(0)646631853,-9.505463254,52.05995469,Kerry,Killarney,Republic of Ireland,Hotel,1159,Hotel_Kerry,3,Div,50,"[5, 5]"
Sneem Hotel,http://www.sneemhotel.com,+353(0)646675100,-9.899262,51.833769,Kerry,Sneem,Republic of Ireland,Hotel,1107,Hotel_Kerry,4,Lot,95,"[5, 1, 3, 4]"
Blairscove House and Restaurant,http://www.blairscove.ie,+353(0)2761127,-9.537845258,51.60934675,Cork,Durrus,Ireland,"B&B,Welcome Standard",798,"B&B,Welcome Standard_Cork",1,Sect,92,"[5, 6, 7, 3, 9]"
Virginia Park Lodge,http://virginiaparklodge.com/,3.53499E+11,-7.093103478,53.83478072,Cavan,Virginia,Republic of Ireland,"B&B,Welcome Standard,B&Bs,Historic House",890,"B&B,Welcome Standard,B&Bs,Historic House_Cavan",4,Div,28,"[8, 7, 6, 0]"
Currarevagh House,http://www.currarevagh.com,35391552312,-9.3551249,53.4658876,Galway,Oughterard,Ireland,"B&B,Welcome Standard",919,"B&B,Welcome Standard_Galway",5,Lot,58,"[1, 6, 7, 5]"
Park Hotel Kenmare,http://www.parkkenmare.com,+353(0)646641200,-9.581165861,51.87831348,Kerry,Kenmare,Republic of Ireland,Hotel,1061,Hotel_Kerry,1,Blk,95,"[0, 6, 6]"
Rosleague Manor Hotel,http://www.rosleague.com,+353(0)9541101,-9.973038065,53.54695794,Galway,Letterfrack,Republic of Ireland,Hotel,1014,Hotel_Galway,2,Lot,73,"[7, 7, 5]"
Harvey's Point,http://www.harveyspoint.com,+353(0)749722208,-8.052721192,54.6961546,Donegal,Donegal Town,Republic of Ireland,Hotel,1112,Hotel_Donegal,4,Lot,88,"[8, 4]"
Enniscoe House,http://www.enniscoe.com,+353(0)9631112,-9.310303298,54.07033165,Mayo,Ballina,Republic of Ireland,"B&B,B&Bs,Historic House",822,"B&B,B&Bs,Historic House_Mayo",4,Lot,44,"[9, 3, 6, 0]"
Ballyfin Demesne,http://www.ballyfin.com,+353(0)578755866,-7.423392559,53.05183638,Laois,,Ireland,Hotel,903,Hotel_Laois,4,Lot,29,"[0, 5, 3, 0, 4]"
Maldron Hotel South Mall Cork City,http://maldronhotelsouthmall.com/,+353(0)212037000,-8.467608642,51.89771585,Cork,Cork City,Republic of Ireland,Hotel,858,Hotel_Cork,3,Blk,51,"[1, 2, 1, 1, 2]"
Springfield Hotel,http://www.springfieldhotel.ie,+353(0)14581100,-6.479902196,53.36027218,Kildare,Leixlip,Republic of Ireland,Hotel,1146,Hotel_Kildare,4,Zone,81,"[7, 6, 7, 7]"
Wave Crest Caravan and Camping Park,http://www.wavecrestcamping.com,+353(0)669475188,-10.091125,51.758832,Kerry,Caherdaniel,Republic of Ireland,Camping,783,Camping_Kerry,4,Blk,92,"[9, 1, 6]"
Nagles Doolin Camping and Caravan Park,http://www.doolincamping.com,+353(0)657074458,-9.384729,53.016322,Clare,Doolin,Republic of Ireland,Camping,952,Camping_Clare,1,Div,68,"[7, 0]"
Pipers Chair Houses,https://www.facebook.com/hoteldoolin.ireland/,+353(0)646641170,-9.375224,53.016532,Clare,Doolin,Republic of Ireland,Self Catering Accommodation,672,Self Catering Accommodation_Clare,4,Div,70,"[3, 6]"
Queens Hotel,http://www.queenshotelennis.com,+353(0)656828963,-8.981618685,52.84541384,Clare,Ennis,Republic of Ireland,Hotel,1111,Hotel_Clare,3,Div,51,"[2, 3]"
Benners Hotel Tralee,http://www.bennershoteltralee.ie,+353(0)667129486,-9.702506131,52.26889829,Kerry,Tralee,Republic of Ireland,Hotel,830,Hotel_Kerry,1,Zone,32,"[9, 6, 5, 3]"
Heron's Lodge,http://heronslodge.com,3.53795E+12,-7.969145106,53.84319007,Roscommon,Mullagh,Republic of Ireland,Self Catering Accommodation,804,Self Catering Accommodation_Roscommon,3,Blk,42,"[1, 1, 2, 2, 4]"
Clonmoylan Self Catering Accommodation,http://www.clonmoylan.com/,+353(0)877974079,-8.3153,53.06697,Galway,Ballyshrule,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",950,"Self Catering Accommodation,Welcome Standard_Galway",3,Lot,50,"[6, 3, 2, 6, 2]"
Samuels Heritage,http://www.samuelsheritage.com,+353(0)51875094,-7.05063,52.23373,Waterford,Waterford City,Republic of Ireland,B&B,899,B&B_Waterford,1,Blk,81,"[4, 5, 9, 3, 4]"
Scholars Townhouse Hotel,http://www.scholarshotel.com,+353(0)419835410,-6.348663,53.717985,Louth,Drogheda,Republic of Ireland,Hotel,1109,Hotel_Louth,5,Sect,55,"[2, 0, 2, 1]"
Ballybunion Golf Holiday Homes,http://www.ballybunionhomes.com,+353(0)6827882,-9.657255,52.49531,Kerry,Ballybunion,Republic of Ireland,Self Catering Accommodation,919,Self Catering Accommodation_Kerry,2,Div,79,"[0, 3, 8, 5]"
Doolin Inn,https://www.doolininn.ie/,3.53657E+11,-9.3836229,53.0126486,Clare,Doolin,Ireland,"B&B,Welcome Standard",910,"B&B,Welcome Standard_Clare",2,Zone,3,"[6, 2, 6, 2]"
Parsons Green,http://www.clogheen.com/,+353(0)527465290,-7.990178,52.281875,Tipperary,Clogheen,Republic of Ireland,Camping,663,Camping_Tipperary,3,Lot,75,"[6, 8, 9, 0]"
Shelburne Lodge,http://www.shelburnelodge.com,+353(0)646641013,-9.574873,51.882156,Kerry,Kenmare,Republic of Ireland,"B&B,Welcome Standard",613,"B&B,Welcome Standard_Kerry",5,Lot,51,"[5, 3, 6]"
Inishmore House,http://www.inishmorehouse.com,+353(0)91582639,-9.066942,53.267124,Galway,Lower Salthill,Republic of Ireland,B&B,839,B&B_Galway,4,Zone,99,"[2, 8, 8, 9, 0]"
Adare Camping & Caravan Site,http://www.adarecamping.com,+353(0)61395376,-8.793513,52.538133,Limerick,Adare,Republic of Ireland,Camping,1199,Camping_Limerick,4,Div,47,"[1, 1, 0]"
Woodfield House Hotel,http://www.woodfield.ie/,+353(0)61453022,-8.650571475,52.66780673,Limerick,Limerick City,Republic of Ireland,Hotel,1151,Hotel_Limerick,2,Div,48,"[0, 2, 9]"
Cork's Vienna Woods Hotel,https://www.facebook.com/vienna.woods,+353(0)214556800,-8.361969,51.907902,Cork,Glanmire,Republic of Ireland,Hotel,978,Hotel_Cork,5,Sect,13,"[9, 0, 6, 6, 1]"
Ocean Island Caravan and Camping Park,http://www.oceanislandmobilehomes.com/,+353(0)51397148,-6.844535,52.19997,Wexford,New Ross,Republic of Ireland,Camping,979,Camping_Wexford,5,Sect,80,"[4, 9, 1, 6, 1]"
Óstán Gob A'Choire,http://www.achillsoundhotel.com,+353(0)9845245,-9.925105,53.930586,Mayo,,Republic of Ireland,Hotel,835,Hotel_Mayo,3,Lot,70,"[6, 0, 2, 3, 0]"
Davmar,http://www.davmar-blarney.com,+353(0)872408902,-8.567789,51.940001,Cork,Blarney,Republic of Ireland,B&B,706,B&B_Cork,3,Div,86,"[9, 9]"
Bel-Air Hotel,http://www.belairhotelequestrian.com,+353(0)40440109,-6.122612841,53.00199633,Wicklow,Ashford,Republic of Ireland,Hotel,605,Hotel_Wicklow,1,Lot,10,"[9, 6, 0, 7]"
Imperial Hotel (Lisdoonvarna),http://www.imperialhotel.ie/,+353(0)657074042,-9.289723,53.028336,Clare,Lisdoonvarna,Republic of Ireland,Hotel,803,Hotel_Clare,4,Zone,21,"[8, 3]"
Towers Hotel,http://www.towershotel.com,+353(0)669768212,-9.940233,52.056068,Kerry,Glenbeigh,Republic of Ireland,Hotel,790,Hotel_Kerry,5,Blk,87,"[2, 6]"
Bailie Hotel,https://www.facebook.com/bailiehotelcavan,+353(0)429665334,-6.969569449,53.91608037,Cavan,Bailieborough,Republic of Ireland,Hotel,715,Hotel_Cavan,3,Sect,5,"[5, 1, 9, 7, 4]"
Wards Hotel,,+353(0)91581508,-9.067949449,53.26703337,Galway,Lower Salthill,Republic of Ireland,Hotel,755,Hotel_Galway,3,Lot,51,"[9, 3, 0, 1]"
Abbey Hotel,http://www.abbeyhotelballyvourney.com,+353(0)2645324,-9.157983,51.939449,Cork,Ballyvourney,Republic of Ireland,Hotel,614,Hotel_Cork,3,Div,41,"[9, 7, 6, 3]"
Fossa Holiday Hostel,https://www.fossacampingkillarney.com/hostel/,+353(0)646631497,-9.587802,52.070847,Kerry,Fossa,Republic of Ireland,Hostel,965,Hostel_Kerry,1,Div,94,"[0, 3, 6]"
Katie O'Connors Hostel,https://www.facebook.com/katieshostel,+353(0)659051133,-9.485678,52.637609,Clare,Kilrush,Republic of Ireland,Hostel,1157,Hostel_Clare,4,Zone,85,"[9, 8, 0, 8, 2]"
Teac Jack,http://www.teacjack.com,+353(0)749531173,-8.263406809,55.11715658,Donegal,Derrybeg,Republic of Ireland,"B&B,Welcome Standard,Activity Holiday Accommodation",1015,"B&B,Welcome Standard,Activity Holiday Accommodation_Donegal",4,Div,89,"[9, 8, 6, 2]"
Brú na Dromoda,http://www.hosteldromidwaterville.com/,+353(0)669474782,-10.05799912,51.90817525,Kerry,Waterville,Republic of Ireland,Hostel,869,Hostel_Kerry,5,Lot,29,"[7, 5, 4, 4]"
Gold Coast Golf Hotel,http://www.goldcoastgolfresort.com,+353(0)5845050,-7.570264,52.085292,Waterford,Dungarvan,Republic of Ireland,Hotel,852,Hotel_Waterford,5,Lot,59,"[0, 9, 1, 9]"
Torc Hotel,https://www.facebook.com/TorcHotel/,+353(0)646634168,-9.448667,52.052287,Kerry,Killarney,Republic of Ireland,Hotel,784,Hotel_Kerry,3,Zone,70,"[5, 4]"
The Town Hotel,https://www.oloughlinshotel.com/,+353(0)578621305,-7.298301,53.034216,Laois,Portlaoise,Republic of Ireland,Hotel,685,Hotel_Laois,5,Sect,96,"[4, 8, 0, 9]"
Sullivan's Royal Hotel,https://www.facebook.com/SullivansHotelGort/,+353(0)91631401,-8.81951777,53.06743539,Galway,Gort,Republic of Ireland,Hotel,959,Hotel_Galway,3,Blk,1,"[7, 1, 0, 3]"
Sliabh Beagh Hotel & Tourism Centre,https://sliabhbeaghhotel.ie/,+353(0)4789014,-7.12933,54.30635,Monaghan,Knockatallon,Republic of Ireland,Hotel,940,Hotel_Monaghan,4,Zone,97,"[7, 8, 4]"
Majestic Hotel,http://www.majestic-hotel.ie,+353(0)51381761,-7.148423915,52.16317476,Waterford,Tramore,Republic of Ireland,Hotel,604,Hotel_Waterford,4,Div,36,"[0, 7, 0, 6, 3]"
McSweeney Arms Hotel,http://www.mcsweeneyarms.ie/,+353(0)646631211,-9.505928674,52.06005432,Kerry,Killarney,Republic of Ireland,Hotel,849,Hotel_Kerry,5,Blk,13,"[2, 4, 8]"
Round Tower Hotel,http://www.roundtowerhotel.ie/,+353(0)2494494,-7.729672906,51.95094984,Waterford,Ardmore,Republic of Ireland,Hotel,767,Hotel_Waterford,4,Div,61,"[3, 2, 5, 6, 1]"
Briar Lodge,https://www.briarlodgebunratty.com/,+353(0)61363388,-8.822777,52.71225,Clare,Bunratty,Republic of Ireland,B&B,702,B&B_Clare,1,Div,78,"[9, 8, 5, 3]"
Riverside House,,3.53496E+11,-7.094965,54.062679,Cavan,Cootehill,Republic of Ireland,B&B,1022,B&B_Cavan,1,Div,13,"[7, 4, 1]"
Lorrha Cottages,https://www.lorrhacottages.ie/,+353(0)909747029,-8.113406,53.088106,Tipperary,Lorrha,Republic of Ireland,Self Catering Accommodation,916,Self Catering Accommodation_Tipperary,3,Zone,5,"[1, 9, 4, 3]"
Mena House,http://www.menahousebandb.com,+353(0)567765362,-7.252244,52.665424,Kilkenny,Kilkenny City,Republic of Ireland,B&B,980,B&B_Kilkenny,3,Sect,89,"[1, 9]"
Moville Boutique Hostel Accommodation,http://www.facebook.com/moville.hostel/timeline?ref=page_internal,+353(0)749382378,-7.045989889,55.19135522,Donegal,Moville,Ireland,"Hostel,Welcome Standard",1028,"Hostel,Welcome Standard_Donegal",4,Sect,93,"[9, 9, 0, 3]"
Eccles Hotel,http://www.eccleshotel.com,+353(0)2763003,-9.540818899,51.75191998,Cork,Glengarriff,Republic of Ireland,Hotel,1190,Hotel_Cork,3,Div,16,"[4, 5, 5, 7, 9]"
Ard na Sidhe Country House,https://www.facebook.com/ardnasidhe?ref=tn_tnmn,+353(0)669769105,-9.840969534,52.0602192,Kerry,Caragh Lake,Republic of Ireland,Hotel,1082,Hotel_Kerry,3,Blk,90,"[6, 5, 3, 1, 7]"
Glamping Party,http://glampinghenpartyireland.ie,+353(0)876825123,-9.00215676,53.68370089,Mayo,Claremorris,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",972,"Self Catering Accommodation,Welcome Standard_Mayo",5,Blk,91,"[6, 4]"
